Price sequence generation for initial 1:
Position 0: secret=1, price=1
Position 422: price 3
Found sequence [-6, 7, -5, 0] at position 744
Price from sequence: 2
Changes at this position: [-6, 7, -5, 0]
Prices around this position:
Position 744: price 6
Position 745: price 0
Position 746: price 7
Position 747: price 2
Found sequence [-6, 7, -5, 1] at position 1534
Price from sequence: 4
Changes at this position: [-6, 7, -5, 1]
Prices around this position:
Position 1534: price 7
Position 1535: price 1
Position 1536: price 8
Position 1537: price 3
Found sequence [-6, 7, -4, -2] at position 1481
Price from sequence: 3
Changes at this position: [-6, 7, -4, -2]
Prices around this position:
Position 1481: price 8
Position 1482: price 2
Position 1483: price 9
Position 1484: price 5
Found sequence [-6, 7, -4, 0] at position 1008
Price from sequence: 5
Changes at this position: [-6, 7, -4, 0]
Prices around this position:
Position 1008: price 8
Position 1009: price 2
Position 1010: price 9
Position 1011: price 5
Found sequence [-6, 7, -3, 0] at position 448
Price from sequence: 6
Changes at this position: [-6, 7, -3, 0]
Prices around this position:
Position 448: price 8
Position 449: price 2
Position 450: price 9
Position 451: price 6
Found sequence [-6, 7, -3, 2] at position 605
Price from sequence: 6
Changes at this position: [-6, 7, -3, 2]
Prices around this position:
Position 605: price 6
Position 606: price 0
Position 607: price 7
Position 608: price 4
Found sequence [-6, 7, -3, 3] at position 1111
Price from sequence: 9
Changes at this position: [-6, 7, -3, 3]
Prices around this position:
Position 1111: price 8
Position 1112: price 2
Position 1113: price 9
Position 1114: price 6
Found sequence [-6, 7, -2, 1] at position 1584
Price from sequence: 8
Changes at this position: [-6, 7, -2, 1]
Prices around this position:
Position 1584: price 8
Position 1585: price 2
Position 1586: price 9
Position 1587: price 7
Found sequence [-6, 7, -1, 0] at position 1951
Price from sequence: 7
Changes at this position: [-6, 7, -1, 0]
Prices around this position:
Position 1951: price 7
Position 1952: price 1
Position 1953: price 8
Position 1954: price 7
Found sequence [-6, 7, 0, -2] at position 1205
Price from sequence: 7
Changes at this position: [-6, 7, 0, -2]
Prices around this position:
Position 1205: price 8
Position 1206: price 2
Position 1207: price 9
Position 1208: price 9
Found sequence [-6, 7, 2, -6] at position 441
Price from sequence: 3
Changes at this position: [-6, 7, 2, -6]
Prices around this position:
Position 441: price 6
Position 442: price 0
Position 443: price 7
Position 444: price 9
Found sequence [-6, 7, 2, -2] at position 730
Price from sequence: 7
Changes at this position: [-6, 7, 2, -2]
Prices around this position:
Position 730: price 6
Position 731: price 0
Position 732: price 7
Position 733: price 9
Found sequence [-6, 8, -8, 2] at position 1010
Price from sequence: 2
Changes at this position: [-6, 8, -8, 2]
Prices around this position:
Position 1010: price 6
Position 1011: price 0
Position 1012: price 8
Position 1013: price 0
Found sequence [-6, 8, -7, -1] at position 774
Price from sequence: 1
Changes at this position: [-6, 8, -7, -1]
Prices around this position:
Position 774: price 7
Position 775: price 1
Position 776: price 9
Position 777: price 2
Found sequence [-6, 8, -7, 5] at position 725
Price from sequence: 6
Changes at this position: [-6, 8, -7, 5]
Prices around this position:
Position 725: price 6
Position 726: price 0
Position 727: price 8
Position 728: price 1
Found sequence [-6, 8, -5, 2] at position 286
Price from sequence: 6
Changes at this position: [-6, 8, -5, 2]
Prices around this position:
Position 286: price 7
Position 287: price 1
Position 288: price 9
Position 289: price 4
Found sequence [-6, 8, -4, 1] at position 307
Price from sequence: 5
Changes at this position: [-6, 8, -4, 1]
Prices around this position:
Position 307: price 6
Position 308: price 0
Position 309: price 8
Position 310: price 4
Found sequence [-6, 8, -3, -4] at position 1316
Price from sequence: 2
Changes at this position: [-6, 8, -3, -4]
Prices around this position:
Position 1316: price 7
Position 1317: price 1
Position 1318: price 9
Position 1319: price 6
Found sequence [-6, 8, -2, -6] at position 1535
Price from sequence: 0
Changes at this position: [-6, 8, -2, -6]
Prices around this position:
Position 1535: price 6
Position 1536: price 0
Position 1537: price 8
Position 1538: price 6
Found sequence [-6, 8, -2, -2] at position 1256
Price from sequence: 5
Changes at this position: [-6, 8, -2, -2]
Prices around this position:
Position 1256: price 7
Position 1257: price 1
Position 1258: price 9
Position 1259: price 7
Found sequence [-6, 8, -1, -2] at position 531
Price from sequence: 6
Changes at this position: [-6, 8, -1, -2]
Prices around this position:
Position 531: price 7
Position 532: price 1
Position 533: price 9
Position 534: price 8
Found sequence [-6, 8, 0, -7] at position 295
Price from sequence: 1
Changes at this position: [-6, 8, 0, -7]
Prices around this position:
Position 295: price 6
Position 296: price 0
Position 297: price 8
Position 298: price 8
Found sequence [-6, 8, 0, -4] at position 1478
Price from sequence: 4
Changes at this position: [-6, 8, 0, -4]
Prices around this position:
Position 1478: price 6
Position 1479: price 0
Position 1480: price 8
Position 1481: price 8
Found sequence [-6, 9, -6, 3] at position 324
Price from sequence: 6
Changes at this position: [-6, 9, -6, 3]
Prices around this position:
Position 324: price 6
Position 325: price 0
Position 326: price 9
Position 327: price 3
Found sequence [-6, 9, -5, -4] at position 1538
Price from sequence: 0
Changes at this position: [-6, 9, -5, -4]
Prices around this position:
Position 1538: price 6
Position 1539: price 0
Position 1540: price 9
Position 1541: price 4
Found sequence [-6, 9, -5, 0] at position 96
Price from sequence: 4
Changes at this position: [-6, 9, -5, 0]
Prices around this position:
Position 96: price 6
Position 97: price 0
Position 98: price 9
Position 99: price 4
Found sequence [-6, 9, -4, -2] at position 993
Price from sequence: 3
Changes at this position: [-6, 9, -4, -2]
Prices around this position:
Position 993: price 6
Position 994: price 0
Position 995: price 9
Position 996: price 5
Found sequence [-6, 9, -4, 4] at position 662
Price from sequence: 9
Changes at this position: [-6, 9, -4, 4]
Prices around this position:
Position 662: price 6
Position 663: price 0
Position 664: price 9
Position 665: price 5
Found sequence [-6, 9, -3, 1] at position 217
Price from sequence: 7
Changes at this position: [-6, 9, -3, 1]
Prices around this position:
Position 217: price 6
Position 218: price 0
Position 219: price 9
Position 220: price 6
Found sequence [-6, 9, -2, 0] at position 634
Price from sequence: 7
Changes at this position: [-6, 9, -2, 0]
Prices around this position:
Position 634: price 6
Position 635: price 0
Position 636: price 9
Position 637: price 7
Found sequence [-6, 9, -2, 2] at position 1761
Price from sequence: 9
Changes at this position: [-6, 9, -2, 2]
Prices around this position:
Position 1761: price 6
Position 1762: price 0
Position 1763: price 9
Position 1764: price 7
Found sequence [-5, -4, 0, 5] at position 346
Price from sequence: 5
Changes at this position: [-5, -4, 0, 5]
Prices around this position:
Position 346: price 9
Position 347: price 4
Position 348: price 0
Position 349: price 0
Found sequence [-5, -4, 1, -1] at position 1558
Price from sequence: 0
Changes at this position: [-5, -4, 1, -1]
Prices around this position:
Position 1558: price 9
Position 1559: price 4
Position 1560: price 0
Position 1561: price 1
Found sequence [-5, -4, 1, 0] at position 818
Price from sequence: 1
Changes at this position: [-5, -4, 1, 0]
Prices around this position:
Position 818: price 9
Position 819: price 4
Position 820: price 0
Position 821: price 1
Found sequence [-5, -4, 2, 7] at position 1406
Price from sequence: 9
Changes at this position: [-5, -4, 2, 7]
Prices around this position:
Position 1406: price 9
Position 1407: price 4
Position 1408: price 0
Position 1409: price 2
Found sequence [-5, -4, 3, 0] at position 1426
Price from sequence: 3
Changes at this position: [-5, -4, 3, 0]
Prices around this position:
Position 1426: price 9
Position 1427: price 4
Position 1428: price 0
Position 1429: price 3
Found sequence [-5, -4, 3, 3] at position 1816
Price from sequence: 6
Changes at this position: [-5, -4, 3, 3]
Prices around this position:
Position 1816: price 9
Position 1817: price 4
Position 1818: price 0
Position 1819: price 3
Found sequence [-5, -4, 4, -1] at position 387
Price from sequence: 3
Changes at this position: [-5, -4, 4, -1]
Prices around this position:
Position 387: price 9
Position 388: price 4
Position 389: price 0
Position 390: price 4
Found sequence [-5, -4, 4, 0] at position 942
Price from sequence: 4
Changes at this position: [-5, -4, 4, 0]
Prices around this position:
Position 942: price 9
Position 943: price 4
Position 944: price 0
Position 945: price 4
Found sequence [-5, -4, 7, -2] at position 1540
Price from sequence: 5
Changes at this position: [-5, -4, 7, -2]
Prices around this position:
Position 1540: price 9
Position 1541: price 4
Position 1542: price 0
Position 1543: price 7
Found sequence [-5, -4, 7, -1] at position 658
Price from sequence: 6
Changes at this position: [-5, -4, 7, -1]
Prices around this position:
Position 658: price 9
Position 659: price 4
Position 660: price 0
Position 661: price 7
Found sequence [-5, -3, -1, 7] at position 699
Price from sequence: 7
Changes at this position: [-5, -3, -1, 7]
Prices around this position:
Position 699: price 9
Position 700: price 4
Position 701: price 1
Position 702: price 0
Found sequence [-5, -3, 0, 0] at position 714
Price from sequence: 0
Changes at this position: [-5, -3, 0, 0]
Prices around this position:
Position 714: price 8
Position 715: price 3
Position 716: price 0
Position 717: price 0
Found sequence [-5, -3, 0, 6] at position 153
Price from sequence: 7
Changes at this position: [-5, -3, 0, 6]
Prices around this position:
Position 153: price 9
Position 154: price 4
Position 155: price 1
Position 156: price 1
Found sequence [-5, -3, 0, 8] at position 1045
Price from sequence: 8
Changes at this position: [-5, -3, 0, 8]
Prices around this position:
Position 1045: price 8
Position 1046: price 3
Position 1047: price 0
Position 1048: price 0
Found sequence [-5, -3, 1, 2] at position 421
Price from sequence: 3
Changes at this position: [-5, -3, 1, 2]
Prices around this position:
Position 421: price 8
Position 422: price 3
Position 423: price 0
Position 424: price 1
Found sequence [-5, -3, 1, 3] at position 1417
Price from sequence: 4
Changes at this position: [-5, -3, 1, 3]
Prices around this position:
Position 1417: price 8
Position 1418: price 3
Position 1419: price 0
Position 1420: price 1
Found sequence [-5, -3, 2, -2] at position 1119
Price from sequence: 0
Changes at this position: [-5, -3, 2, -2]
Prices around this position:
Position 1119: price 8
Position 1120: price 3
Position 1121: price 0
Position 1122: price 2
Found sequence [-5, -3, 2, 1] at position 1386
Price from sequence: 3
Changes at this position: [-5, -3, 2, 1]
Prices around this position:
Position 1386: price 8
Position 1387: price 3
Position 1388: price 0
Position 1389: price 2
Found sequence [-5, -3, 2, 2] at position 219
Price from sequence: 5
Changes at this position: [-5, -3, 2, 2]
Prices around this position:
Position 219: price 9
Position 220: price 4
Position 221: price 1
Position 222: price 3
Found sequence [-5, -3, 2, 4] at position 1948
Price from sequence: 6
Changes at this position: [-5, -3, 2, 4]
Prices around this position:
Position 1948: price 8
Position 1949: price 3
Position 1950: price 0
Position 1951: price 2
Found sequence [-5, -3, 3, 1] at position 485
Price from sequence: 4
Changes at this position: [-5, -3, 3, 1]
Prices around this position:
Position 485: price 8
Position 486: price 3
Position 487: price 0
Position 488: price 3
Found sequence [-5, -3, 5, -6] at position 1841
Price from sequence: 0
Changes at this position: [-5, -3, 5, -6]
Prices around this position:
Position 1841: price 9
Position 1842: price 4
Position 1843: price 1
Position 1844: price 6
Found sequence [-5, -3, 5, 3] at position 1857
Price from sequence: 9
Changes at this position: [-5, -3, 5, 3]
Prices around this position:
Position 1857: price 9
Position 1858: price 4
Position 1859: price 1
Position 1860: price 6
Found sequence [-5, -3, 7, -2] at position 610
Price from sequence: 5
Changes at this position: [-5, -3, 7, -2]
Prices around this position:
Position 610: price 8
Position 611: price 3
Position 612: price 0
Position 613: price 7
Found sequence [-5, -3, 8, -3] at position 273
Price from sequence: 6
Changes at this position: [-5, -3, 8, -3]
Prices around this position:
Position 273: price 9
Position 274: price 4
Position 275: price 1
Position 276: price 9
Found sequence [-5, -3, 8, -2] at position 194
Price from sequence: 7
Changes at this position: [-5, -3, 8, -2]
Prices around this position:
Position 194: price 9
Position 195: price 4
Position 196: price 1
Position 197: price 9
Found sequence [-5, -3, 8, 0] at position 914
Price from sequence: 9
Changes at this position: [-5, -3, 8, 0]
Prices around this position:
Position 914: price 9
Position 915: price 4
Position 916: price 1
Position 917: price 9
Found sequence [-5, -2, -1, 2] at position 1061
Price from sequence: 2
Changes at this position: [-5, -2, -1, 2]
Prices around this position:
Position 1061: price 8
Position 1062: price 3
Position 1063: price 1
Position 1064: price 0
Found sequence [-5, -2, -1, 3] at position 1764
Price from sequence: 3
Changes at this position: [-5, -2, -1, 3]
Prices around this position:
Position 1764: price 8
Position 1765: price 3
Position 1766: price 1
Position 1767: price 0
Found sequence [-5, -2, -1, 9] at position 166
Price from sequence: 9
Changes at this position: [-5, -2, -1, 9]
Prices around this position:
Position 166: price 8
Position 167: price 3
Position 168: price 1
Position 169: price 0
Found sequence [-5, -2, 0, 1] at position 1814
Price from sequence: 2
Changes at this position: [-5, -2, 0, 1]
Prices around this position:
Position 1814: price 8
Position 1815: price 3
Position 1816: price 1
Position 1817: price 1
Found sequence [-5, -2, 0, 7] at position 1509
Price from sequence: 7
Changes at this position: [-5, -2, 0, 7]
Prices around this position:
Position 1509: price 7
Position 1510: price 2
Position 1511: price 0
Position 1512: price 0
Found sequence [-5, -2, 1, 0] at position 66
Price from sequence: 3
Changes at this position: [-5, -2, 1, 0]
Prices around this position:
Position 66: price 9
Position 67: price 4
Position 68: price 2
Position 69: price 3
Found sequence [-5, -2, 1, 2] at position 9
Price from sequence: 3
Changes at this position: [-5, -2, 1, 2]
Prices around this position:
Position 9: price 7
Position 10: price 2
Position 11: price 0
Position 12: price 1
Found sequence [-5, -2, 2, -4] at position 1256
Price from sequence: 0
Changes at this position: [-5, -2, 2, -4]
Prices around this position:
Position 1256: price 9
Position 1257: price 4
Position 1258: price 2
Position 1259: price 4
Found sequence [-5, -2, 2, 4] at position 1240
Price from sequence: 7
Changes at this position: [-5, -2, 2, 4]
Prices around this position:
Position 1240: price 8
Position 1241: price 3
Position 1242: price 1
Position 1243: price 3
Found sequence [-5, -2, 3, -3] at position 99
Price from sequence: 1
Changes at this position: [-5, -2, 3, -3]
Prices around this position:
Position 99: price 8
Position 100: price 3
Position 101: price 1
Position 102: price 4
Found sequence [-5, -2, 3, -1] at position 1411
Price from sequence: 4
Changes at this position: [-5, -2, 3, -1]
Prices around this position:
Position 1411: price 9
Position 1412: price 4
Position 1413: price 2
Position 1414: price 5
Found sequence [-5, -2, 3, 1] at position 1177
Price from sequence: 4
Changes at this position: [-5, -2, 3, 1]
Prices around this position:
Position 1177: price 7
Position 1178: price 2
Position 1179: price 0
Position 1180: price 3
Found sequence [-5, -2, 3, 1] at position 1958
Price from sequence: 6
Changes at this position: [-5, -2, 3, 1]
Prices around this position:
Position 1958: price 9
Position 1959: price 4
Position 1960: price 2
Position 1961: price 5
Found sequence [-5, -2, 3, 4] at position 84
Price from sequence: 7
Changes at this position: [-5, -2, 3, 4]
Prices around this position:
Position 84: price 7
Position 85: price 2
Position 86: price 0
Position 87: price 3
Found sequence [-5, -2, 4, -6] at position 428
Price from sequence: 0
Changes at this position: [-5, -2, 4, -6]
Prices around this position:
Position 428: price 9
Position 429: price 4
Position 430: price 2
Position 431: price 6
Found sequence [-5, -2, 4, -1] at position 354
Price from sequence: 5
Changes at this position: [-5, -2, 4, -1]
Prices around this position:
Position 354: price 9
Position 355: price 4
Position 356: price 2
Position 357: price 6
Found sequence [-5, -2, 4, 3] at position 51
Price from sequence: 9
Changes at this position: [-5, -2, 4, 3]
Prices around this position:
Position 51: price 9
Position 52: price 4
Position 53: price 2
Position 54: price 6
Found sequence [-5, -2, 5, -1] at position 410
Price from sequence: 4
Changes at this position: [-5, -2, 5, -1]
Prices around this position:
Position 410: price 7
Position 411: price 2
Position 412: price 0
Position 413: price 5
Found sequence [-5, -2, 6, -6] at position 1313
Price from sequence: 1
Changes at this position: [-5, -2, 6, -6]
Prices around this position:
Position 1313: price 8
Position 1314: price 3
Position 1315: price 1
Position 1316: price 7
Found sequence [-5, -2, 6, -4] at position 1526
Price from sequence: 2
Changes at this position: [-5, -2, 6, -4]
Prices around this position:
Position 1526: price 7
Position 1527: price 2
Position 1528: price 0
Position 1529: price 6
Found sequence [-5, -2, 6, -2] at position 1809
Price from sequence: 5
Changes at this position: [-5, -2, 6, -2]
Prices around this position:
Position 1809: price 8
Position 1810: price 3
Position 1811: price 1
Position 1812: price 7
Found sequence [-5, -2, 6, 0] at position 880
Price from sequence: 6
Changes at this position: [-5, -2, 6, 0]
Prices around this position:
Position 880: price 7
Position 881: price 2
Position 882: price 0
Position 883: price 6
Found sequence [-5, -2, 7, -8] at position 1504
Price from sequence: 1
Changes at this position: [-5, -2, 7, -8]
Prices around this position:
Position 1504: price 9
Position 1505: price 4
Position 1506: price 2
Position 1507: price 9
Found sequence [-5, -2, 8, -6] at position 1926
Price from sequence: 3
Changes at this position: [-5, -2, 8, -6]
Prices around this position:
Position 1926: price 8
Position 1927: price 3
Position 1928: price 1
Position 1929: price 9
Found sequence [-5, -2, 9, -2] at position 1515
Price from sequence: 7
Changes at this position: [-5, -2, 9, -2]
Prices around this position:
Position 1515: price 7
Position 1516: price 2
Position 1517: price 0
Position 1518: price 9
Found sequence [-5, -1, -3, 7] at position 1589
Price from sequence: 7
Changes at this position: [-5, -1, -3, 7]
Prices around this position:
Position 1589: price 9
Position 1590: price 4
Position 1591: price 3
Position 1592: price 0
Found sequence [-5, -1, -2, -1] at position 584
Price from sequence: 0
Changes at this position: [-5, -1, -2, -1]
Prices around this position:
Position 584: price 9
Position 585: price 4
Position 586: price 3
Position 587: price 1
Found sequence [-5, -1, -2, 3] at position 1906
Price from sequence: 3
Changes at this position: [-5, -1, -2, 3]
Prices around this position:
Position 1906: price 8
Position 1907: price 3
Position 1908: price 2
Position 1909: price 0
Found sequence [-5, -1, -1, 2] at position 819
Price from sequence: 4
Changes at this position: [-5, -1, -1, 2]
Prices around this position:
Position 819: price 9
Position 820: price 4
Position 821: price 3
Position 822: price 2
Found sequence [-5, -1, 0, 0] at position 341
Price from sequence: 3
Changes at this position: [-5, -1, 0, 0]
Prices around this position:
Position 341: price 9
Position 342: price 4
Position 343: price 3
Position 344: price 3
Found sequence [-5, -1, 0, 4] at position 195
Price from sequence: 6
Changes at this position: [-5, -1, 0, 4]
Prices around this position:
Position 195: price 8
Position 196: price 3
Position 197: price 2
Position 198: price 2
Found sequence [-5, -1, 0, 8] at position 1375
Price from sequence: 8
Changes at this position: [-5, -1, 0, 8]
Prices around this position:
Position 1375: price 6
Position 1376: price 1
Position 1377: price 0
Position 1378: price 0
Found sequence [-5, -1, 1, -3] at position 1690
Price from sequence: 1
Changes at this position: [-5, -1, 1, -3]
Prices around this position:
Position 1690: price 9
Position 1691: price 4
Position 1692: price 3
Position 1693: price 4
Found sequence [-5, -1, 1, -2] at position 1446
Price from sequence: 0
Changes at this position: [-5, -1, 1, -2]
Prices around this position:
Position 1446: price 7
Position 1447: price 2
Position 1448: price 1
Position 1449: price 2
Found sequence [-5, -1, 1, -1] at position 811
Price from sequence: 3
Changes at this position: [-5, -1, 1, -1]
Prices around this position:
Position 811: price 9
Position 812: price 4
Position 813: price 3
Position 814: price 4
Found sequence [-5, -1, 1, 3] at position 853
Price from sequence: 4
Changes at this position: [-5, -1, 1, 3]
Prices around this position:
Position 853: price 6
Position 854: price 1
Position 855: price 0
Position 856: price 1
Found sequence [-5, -1, 1, 3] at position 986
Price from sequence: 7
Changes at this position: [-5, -1, 1, 3]
Prices around this position:
Position 986: price 9
Position 987: price 4
Position 988: price 3
Position 989: price 4
Found sequence [-5, -1, 1, 4] at position 524
Price from sequence: 8
Changes at this position: [-5, -1, 1, 4]
Prices around this position:
Position 524: price 9
Position 525: price 4
Position 526: price 3
Position 527: price 4
Found sequence [-5, -1, 2, -3] at position 271
Price from sequence: 0
Changes at this position: [-5, -1, 2, -3]
Prices around this position:
Position 271: price 7
Position 272: price 2
Position 273: price 1
Position 274: price 3
Found sequence [-5, -1, 2, -1] at position 1699
Price from sequence: 1
Changes at this position: [-5, -1, 2, -1]
Prices around this position:
Position 1699: price 6
Position 1700: price 1
Position 1701: price 0
Position 1702: price 2
Found sequence [-5, -1, 2, 1] at position 1320
Price from sequence: 3
Changes at this position: [-5, -1, 2, 1]
Prices around this position:
Position 1320: price 6
Position 1321: price 1
Position 1322: price 0
Position 1323: price 2
Found sequence [-5, -1, 2, 2] at position 113
Price from sequence: 6
Changes at this position: [-5, -1, 2, 2]
Prices around this position:
Position 113: price 8
Position 114: price 3
Position 115: price 2
Position 116: price 4
Found sequence [-5, -1, 2, 3] at position 38
Price from sequence: 6
Changes at this position: [-5, -1, 2, 3]
Prices around this position:
Position 38: price 7
Position 39: price 2
Position 40: price 1
Position 41: price 3
Found sequence [-5, -1, 2, 5] at position 910
Price from sequence: 9
Changes at this position: [-5, -1, 2, 5]
Prices around this position:
Position 910: price 8
Position 911: price 3
Position 912: price 2
Position 913: price 4
Found sequence [-5, -1, 3, -2] at position 844
Price from sequence: 1
Changes at this position: [-5, -1, 3, -2]
Prices around this position:
Position 844: price 6
Position 845: price 1
Position 846: price 0
Position 847: price 3
Found sequence [-5, -1, 3, 2] at position 182
Price from sequence: 5
Changes at this position: [-5, -1, 3, 2]
Prices around this position:
Position 182: price 6
Position 183: price 1
Position 184: price 0
Position 185: price 3
Found sequence [-5, -1, 4, -5] at position 1233
Price from sequence: 1
Changes at this position: [-5, -1, 4, -5]
Prices around this position:
Position 1233: price 8
Position 1234: price 3
Position 1235: price 2
Position 1236: price 6
Found sequence [-5, -1, 4, 2] at position 200
Price from sequence: 8
Changes at this position: [-5, -1, 4, 2]
Prices around this position:
Position 200: price 8
Position 201: price 3
Position 202: price 2
Position 203: price 6
Found sequence [-5, -1, 4, 3] at position 238
Price from sequence: 9
Changes at this position: [-5, -1, 4, 3]
Prices around this position:
Position 238: price 8
Position 239: price 3
Position 240: price 2
Position 241: price 6
Found sequence [-5, -1, 5, -4] at position 669
Price from sequence: 2
Changes at this position: [-5, -1, 5, -4]
Prices around this position:
Position 669: price 7
Position 670: price 2
Position 671: price 1
Position 672: price 6
Found sequence [-5, -1, 5, -3] at position 738
Price from sequence: 4
Changes at this position: [-5, -1, 5, -3]
Prices around this position:
Position 738: price 8
Position 739: price 3
Position 740: price 2
Position 741: price 7
Found sequence [-5, -1, 5, 1] at position 10
Price from sequence: 6
Changes at this position: [-5, -1, 5, 1]
Prices around this position:
Position 10: price 6
Position 11: price 1
Position 12: price 0
Position 13: price 5
Found sequence [-5, -1, 5, 1] at position 1782
Price from sequence: 9
Changes at this position: [-5, -1, 5, 1]
Prices around this position:
Position 1782: price 9
Position 1783: price 4
Position 1784: price 3
Position 1785: price 8
Found sequence [-5, -1, 5, 3] at position 874
Price from sequence: 9
Changes at this position: [-5, -1, 5, 3]
Prices around this position:
Position 874: price 7
Position 875: price 2
Position 876: price 1
Position 877: price 6
Found sequence [-5, -1, 6, -1] at position 365
Price from sequence: 5
Changes at this position: [-5, -1, 6, -1]
Prices around this position:
Position 365: price 6
Position 366: price 1
Position 367: price 0
Position 368: price 6
Found sequence [-5, -1, 7, -7] at position 42
Price from sequence: 2
Changes at this position: [-5, -1, 7, -7]
Prices around this position:
Position 42: price 8
Position 43: price 3
Position 44: price 2
Position 45: price 9
Found sequence [-5, -1, 8, -2] at position 326
Price from sequence: 7
Changes at this position: [-5, -1, 8, -2]
Prices around this position:
Position 326: price 7
Position 327: price 2
Position 328: price 1
Position 329: price 9
Found sequence [-5, -1, 8, -1] at position 212
Price from sequence: 7
Changes at this position: [-5, -1, 8, -1]
Prices around this position:
Position 212: price 6
Position 213: price 1
Position 214: price 0
Position 215: price 8
Found sequence [-5, 0, -4, 8] at position 511
Price from sequence: 8
Changes at this position: [-5, 0, -4, 8]
Prices around this position:
Position 511: price 9
Position 512: price 4
Position 513: price 4
Position 514: price 0
Found sequence [-5, 0, -2, 1] at position 28
Price from sequence: 2
Changes at this position: [-5, 0, -2, 1]
Prices around this position:
Position 28: price 8
Position 29: price 3
Position 30: price 3
Position 31: price 1
Found sequence [-5, 0, -2, 3] at position 1455
Price from sequence: 4
Changes at this position: [-5, 0, -2, 3]
Prices around this position:
Position 1455: price 8
Position 1456: price 3
Position 1457: price 3
Position 1458: price 1
Found sequence [-5, 0, -1, 5] at position 893
Price from sequence: 5
Changes at this position: [-5, 0, -1, 5]
Prices around this position:
Position 893: price 6
Position 894: price 1
Position 895: price 1
Position 896: price 0
Found sequence [-5, 0, 0, -3] at position 635
Price from sequence: 1
Changes at this position: [-5, 0, 0, -3]
Prices around this position:
Position 635: price 9
Position 636: price 4
Position 637: price 4
Position 638: price 4
Found sequence [-5, 0, 0, -1] at position 1098
Price from sequence: 2
Changes at this position: [-5, 0, 0, -1]
Prices around this position:
Position 1098: price 8
Position 1099: price 3
Position 1100: price 3
Position 1101: price 3
Found sequence [-5, 0, 0, -1] at position 745
Price from sequence: 1
Changes at this position: [-5, 0, 0, -1]
Prices around this position:
Position 745: price 7
Position 746: price 2
Position 747: price 2
Position 748: price 2
Found sequence [-5, 0, 0, 1] at position 411
Price from sequence: 3
Changes at this position: [-5, 0, 0, 1]
Prices around this position:
Position 411: price 7
Position 412: price 2
Position 413: price 2
Position 414: price 2
Found sequence [-5, 0, 0, 2] at position 920
Price from sequence: 4
Changes at this position: [-5, 0, 0, 2]
Prices around this position:
Position 920: price 7
Position 921: price 2
Position 922: price 2
Position 923: price 2
Found sequence [-5, 0, 1, 4] at position 958
Price from sequence: 9
Changes at this position: [-5, 0, 1, 4]
Prices around this position:
Position 958: price 9
Position 959: price 4
Position 960: price 4
Position 961: price 5
Found sequence [-5, 0, 1, 5] at position 474
Price from sequence: 7
Changes at this position: [-5, 0, 1, 5]
Prices around this position:
Position 474: price 6
Position 475: price 1
Position 476: price 1
Position 477: price 2
Found sequence [-5, 0, 1, 7] at position 785
Price from sequence: 9
Changes at this position: [-5, 0, 1, 7]
Prices around this position:
Position 785: price 6
Position 786: price 1
Position 787: price 1
Position 788: price 2
Found sequence [-5, 0, 2, -4] at position 1811
Price from sequence: 0
Changes at this position: [-5, 0, 2, -4]
Prices around this position:
Position 1811: price 7
Position 1812: price 2
Position 1813: price 2
Position 1814: price 4
Found sequence [-5, 0, 2, -3] at position 1517
Price from sequence: 1
Changes at this position: [-5, 0, 2, -3]
Prices around this position:
Position 1517: price 7
Position 1518: price 2
Position 1519: price 2
Position 1520: price 4
Found sequence [-5, 0, 2, 5] at position 447
Price from sequence: 8
Changes at this position: [-5, 0, 2, 5]
Prices around this position:
Position 447: price 6
Position 448: price 1
Position 449: price 1
Position 450: price 3
Found sequence [-5, 0, 3, -3] at position 1251
Price from sequence: 2
Changes at this position: [-5, 0, 3, -3]
Prices around this position:
Position 1251: price 7
Position 1252: price 2
Position 1253: price 2
Position 1254: price 5
Found sequence [-5, 0, 3, -1] at position 1328
Price from sequence: 4
Changes at this position: [-5, 0, 3, -1]
Prices around this position:
Position 1328: price 7
Position 1329: price 2
Position 1330: price 2
Position 1331: price 5
Found sequence [-5, 0, 3, -1] at position 1968
Price from sequence: 4
Changes at this position: [-5, 0, 3, -1]
Prices around this position:
Position 1968: price 7
Position 1969: price 2
Position 1970: price 2
Position 1971: price 5
Found sequence [-5, 0, 3, 0] at position 733
Price from sequence: 4
Changes at this position: [-5, 0, 3, 0]
Prices around this position:
Position 733: price 6
Position 734: price 1
Position 735: price 1
Position 736: price 4
Found sequence [-5, 0, 4, -4] at position 1905
Price from sequence: 2
Changes at this position: [-5, 0, 4, -4]
Prices around this position:
Position 1905: price 7
Position 1906: price 2
Position 1907: price 2
Position 1908: price 6
Found sequence [-5, 0, 4, -2] at position 868
Price from sequence: 5
Changes at this position: [-5, 0, 4, -2]
Prices around this position:
Position 868: price 8
Position 869: price 3
Position 870: price 3
Position 871: price 7
Found sequence [-5, 0, 4, 0] at position 746
Price from sequence: 6
Changes at this position: [-5, 0, 4, 0]
Prices around this position:
Position 746: price 7
Position 747: price 2
Position 748: price 2
Position 749: price 6
Found sequence [-5, 0, 4, 0] at position 1865
Price from sequence: 5
Changes at this position: [-5, 0, 4, 0]
Prices around this position:
Position 1865: price 6
Position 1866: price 1
Position 1867: price 1
Position 1868: price 5
Found sequence [-5, 0, 4, 1] at position 1161
Price from sequence: 9
